<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,D,19940510,000000,1.1541,1.1541,1.1541,1.1541,0,0
EURUSD,D,19940511,000000,1.153,1.153,1.153,1.153,0,0
EURUSD,D,19940512,000000,1.1553,1.1553,1.1553,1.1553,0,0
EURUSD,D,19940513,000000,1.1546,1.1546,1.1546,1.1546,0,0
EURUSD,D,19940516,000000,1.1523,1.1523,1.1523,1.1523,0,0
EURUSD,D,19940517,000000,1.1587,1.1587,1.1587,1.1587,0,0
EURUSD,D,19940518,000000,1.1643,1.1643,1.1643,1.1643,0,0
EURUSD,D,19940519,000000,1.1644,1.1644,1.1644,1.1644,0,0
EURUSD,D,19940520,000000,1.1704,1.1704,1.1704,1.1704,0,0
EURUSD,D,19940523,000000,1.167,1.167,1.167,1.167,0,0
EURUSD,D,19940524,000000,1.166,1.166,1.166,1.166,0,0
EURUSD,D,19940525,000000,1.1707,1.1707,1.1707,1.1707,0,0
EURUSD,D,19940526,000000,1.1718,1.1718,1.1718,1.1718,0,0
EURUSD,D,19940527,000000,1.1703,1.1703,1.1703,1.1703,0,0
EURUSD,D,19940530,000000,1.1697,1.1697,1.1697,1.1697,0,0
EURUSD,D,19940531,000000,1.1704,1.1704,1.1704,1.1704,0,0
EURUSD,D,19940601,000000,1.1715,1.1715,1.1715,1.1715,0,0
EURUSD,D,19940602,000000,1.166,1.166,1.166,1.166,0,0
EURUSD,D,19940603,000000,1.1558,1.1558,1.1558,1.1558,0,0
EURUSD,D,19940606,000000,1.1571,1.1571,1.1571,1.1571,0,0
EURUSD,D,19940607,000000,1.1583,1.1583,1.1583,1.1583,0,0
EURUSD,D,19940608,000000,1.1558,1.1558,1.1558,1.1558,0,0
EURUSD,D,19940609,000000,1.1533,1.1533,1.1533,1.1533,0,0
EURUSD,D,19940610,000000,1.1598,1.1598,1.1598,1.1598,0,0
EURUSD,D,19940613,000000,1.1677,1.1677,1.1677,1.1677,0,0
EURUSD,D,19940614,000000,1.1733,1.1733,1.1733,1.1733,0,0
EURUSD,D,19940615,000000,1.1772,1.1772,1.1772,1.1772,0,0
EURUSD,D,19940616,000000,1.1784,1.1784,1.1784,1.1784,0,0
EURUSD,D,19940617,000000,1.1929,1.1929,1.1929,1.1929,0,0
EURUSD,D,19940620,000000,1.199,1.199,1.199,1.199,0,0
EURUSD,D,19940621,000000,1.1962,1.1962,1.1962,1.1962,0,0
EURUSD,D,19940622,000000,1.1949,1.1949,1.1949,1.1949,0,0
EURUSD,D,19940623,000000,1.1999,1.1999,1.1999,1.1999,0,0
EURUSD,D,19940624,000000,1.2093,1.2093,1.2093,1.2093,0,0
EURUSD,D,19940627,000000,1.2143,1.2143,1.2143,1.2143,0,0
EURUSD,D,19940628,000000,1.2123,1.2123,1.2123,1.2123,0,0
EURUSD,D,19940629,000000,1.2082,1.2082,1.2082,1.2082,0,0
EURUSD,D,19940630,000000,1.2076,1.2076,1.2076,1.2076,0,0
EURUSD,D,19940701,000000,1.2008,1.2008,1.2008,1.2008,0,0
EURUSD,D,19940704,000000,1.2002,1.2002,1.2002,1.2002,0,0
EURUSD,D,19940705,000000,1.2082,1.2082,1.2082,1.2082,0,0
EURUSD,D,19940706,000000,1.2174,1.2174,1.2174,1.2174,0,0
EURUSD,D,19940707,000000,1.2139,1.2139,1.2139,1.2139,0,0
EURUSD,D,19940708,000000,1.2201,1.2201,1.2201,1.2201,0,0
EURUSD,D,19940711,000000,1.2425,1.2425,1.2425,1.2425,0,0
EURUSD,D,19940712,000000,1.2541,1.2541,1.2541,1.2541,0,0
EURUSD,D,19940713,000000,1.2519,1.2519,1.2519,1.2519,0,0
EURUSD,D,19940714,000000,1.2355,1.2355,1.2355,1.2355,0,0
EURUSD,D,19940715,000000,1.2297,1.2297,1.2297,1.2297,0,0
EURUSD,D,19940718,000000,1.2341,1.2341,1.2341,1.2341,0,0
EURUSD,D,19940719,000000,1.2203,1.2203,1.2203,1.2203,0,0
EURUSD,D,19940720,000000,1.2237,1.2237,1.2237,1.2237,0,0
EURUSD,D,19940721,000000,1.2136,1.2136,1.2136,1.2136,0,0
EURUSD,D,19940722,000000,1.2018,1.2018,1.2018,1.2018,0,0
EURUSD,D,19940725,000000,1.2037,1.2037,1.2037,1.2037,0,0
EURUSD,D,19940726,000000,1.2063,1.2063,1.2063,1.2063,0,0
EURUSD,D,19940727,000000,1.2134,1.2134,1.2134,1.2134,0,0
EURUSD,D,19940728,000000,1.2085,1.2085,1.2085,1.2085,0,0
EURUSD,D,19940729,000000,1.2066,1.2066,1.2066,1.2066,0,0
EURUSD,D,19940801,000000,1.2118,1.2118,1.2118,1.2118,0,0
EURUSD,D,19940802,000000,1.2117,1.2117,1.2117,1.2117,0,0
EURUSD,D,19940803,000000,1.2108,1.2108,1.2108,1.2108,0,0
EURUSD,D,19940804,000000,1.2082,1.2082,1.2082,1.2082,0,0
EURUSD,D,19940805,000000,1.2105,1.2105,1.2105,1.2105,0,0
EURUSD,D,19940808,000000,1.2101,1.2101,1.2101,1.2101,0,0
EURUSD,D,19940809,000000,1.2085,1.2085,1.2085,1.2085,0,0
EURUSD,D,19940810,000000,1.2112,1.2112,1.2112,1.2112,0,0
EURUSD,D,19940811,000000,1.2099,1.2099,1.2099,1.2099,0,0
EURUSD,D,19940812,000000,1.22,1.22,1.22,1.22,0,0
EURUSD,D,19940815,000000,1.2252,1.2252,1.2252,1.2252,0,0
EURUSD,D,19940816,000000,1.225,1.225,1.225,1.225,0,0
EURUSD,D,19940817,000000,1.2219,1.2219,1.2219,1.2219,0,0
EURUSD,D,19940818,000000,1.2288,1.2288,1.2288,1.2288,0,0
EURUSD,D,19940819,000000,1.2343,1.2343,1.2343,1.2343,0,0
EURUSD,D,19940822,000000,1.2419,1.2419,1.2419,1.2419,0,0
EURUSD,D,19940823,000000,1.2361,1.2361,1.2361,1.2361,0,0
EURUSD,D,19940824,000000,1.232,1.232,1.232,1.232,0,0
EURUSD,D,19940825,000000,1.2317,1.2317,1.2317,1.2317,0,0
EURUSD,D,19940826,000000,1.2154,1.2154,1.2154,1.2154,0,0
EURUSD,D,19940829,000000,1.2088,1.2088,1.2088,1.2088,0,0
EURUSD,D,19940830,000000,1.2104,1.2104,1.2104,1.2104,0,0
EURUSD,D,19940831,000000,1.2104,1.2104,1.2104,1.2104,0,0
EURUSD,D,19940901,000000,1.214,1.214,1.214,1.214,0,0
EURUSD,D,19940902,000000,1.2261,1.2261,1.2261,1.2261,0,0
EURUSD,D,19940906,000000,1.2338,1.2338,1.2338,1.2338,0,0
EURUSD,D,19940907,000000,1.2288,1.2288,1.2288,1.2288,0,0
EURUSD,D,19940908,000000,1.224,1.224,1.224,1.224,0,0
EURUSD,D,19940909,000000,1.2369,1.2369,1.2369,1.2369,0,0
EURUSD,D,19940912,000000,1.2378,1.2378,1.2378,1.2378,0,0
EURUSD,D,19940913,000000,1.233,1.233,1.233,1.233,0,0
EURUSD,D,19940914,000000,1.2385,1.2385,1.2385,1.2385,0,0
EURUSD,D,19940915,000000,1.2317,1.2317,1.2317,1.2317,0,0
EURUSD,D,19940916,000000,1.2421,1.2421,1.2421,1.2421,0,0
EURUSD,D,19940919,000000,1.2294,1.2294,1.2294,1.2294,0,0
EURUSD,D,19940920,000000,1.2284,1.2284,1.2284,1.2284,0,0
EURUSD,D,19940921,000000,1.2326,1.2326,1.2326,1.2326,0,0
EURUSD,D,19940922,000000,1.234,1.234,1.234,1.234,0,0
EURUSD,D,19940923,000000,1.2369,1.2369,1.2369,1.2369,0,0
EURUSD,D,19940926,000000,1.2287,1.2287,1.2287,1.2287,0,0
EURUSD,D,19940927,000000,1.2338,1.2338,1.2338,1.2338,0,0
EURUSD,D,19940928,000000,1.234,1.234,1.234,1.234,0,0
EURUSD,D,19940929,000000,1.2359,1.2359,1.2359,1.2359,0,0
EURUSD,D,19940930,000000,1.2332,1.2332,1.2332,1.2332,0,0
EURUSD,D,19941003,000000,1.2314,1.2314,1.2314,1.2314,0,0
EURUSD,D,19941004,000000,1.2341,1.2341,1.2341,1.2341,0,0
EURUSD,D,19941005,000000,1.2393,1.2393,1.2393,1.2393,0,0
EURUSD,D,19941006,000000,1.2379,1.2379,1.2379,1.2379,0,0
EURUSD,D,19941007,000000,1.237,1.237,1.237,1.237,0,0
EURUSD,D,19941011,000000,1.2338,1.2338,1.2338,1.2338,0,0
EURUSD,D,19941012,000000,1.2378,1.2378,1.2378,1.2378,0,0
EURUSD,D,19941013,000000,1.2392,1.2392,1.2392,1.2392,0,0
EURUSD,D,19941014,000000,1.2544,1.2544,1.2544,1.2544,0,0
EURUSD,D,19941017,000000,1.2687,1.2687,1.2687,1.2687,0,0
EURUSD,D,19941018,000000,1.2694,1.2694,1.2694,1.2694,0,0
EURUSD,D,19941019,000000,1.2681,1.2681,1.2681,1.2681,0,0
EURUSD,D,19941020,000000,1.2674,1.2674,1.2674,1.2674,0,0
EURUSD,D,19941021,000000,1.2705,1.2705,1.2705,1.2705,0,0
EURUSD,D,19941024,000000,1.2718,1.2718,1.2718,1.2718,0,0
EURUSD,D,19941025,000000,1.2771,1.2771,1.2771,1.2771,0,0
EURUSD,D,19941026,000000,1.2778,1.2778,1.2778,1.2778,0,0
EURUSD,D,19941027,000000,1.2744,1.2744,1.2744,1.2744,0,0
EURUSD,D,19941028,000000,1.2628,1.2628,1.2628,1.2628,0,0
EURUSD,D,19941031,000000,1.2676,1.2676,1.2676,1.2676,0,0
EURUSD,D,19941101,000000,1.2739,1.2739,1.2739,1.2739,0,0
EURUSD,D,19941102,000000,1.2668,1.2668,1.2668,1.2668,0,0
EURUSD,D,19941103,000000,1.2511,1.2511,1.2511,1.2511,0,0
EURUSD,D,19941104,000000,1.2523,1.2523,1.2523,1.2523,0,0
EURUSD,D,19941107,000000,1.2572,1.2572,1.2572,1.2572,0,0
EURUSD,D,19941108,000000,1.2625,1.2625,1.2625,1.2625,0,0
EURUSD,D,19941109,000000,1.2449,1.2449,1.2449,1.2449,0,0
EURUSD,D,19941110,000000,1.2419,1.2419,1.2419,1.2419,0,0
EURUSD,D,19941114,000000,1.2367,1.2367,1.2367,1.2367,0,0
EURUSD,D,19941115,000000,1.2335,1.2335,1.2335,1.2335,0,0
EURUSD,D,19941116,000000,1.2279,1.2279,1.2279,1.2279,0,0
EURUSD,D,19941117,000000,1.2318,1.2318,1.2318,1.2318,0,0
EURUSD,D,19941118,000000,1.2237,1.2237,1.2237,1.2237,0,0
EURUSD,D,19941121,000000,1.2222,1.2222,1.2222,1.2222,0,0
EURUSD,D,19941122,000000,1.2249,1.2249,1.2249,1.2249,0,0
EURUSD,D,19941123,000000,1.2268,1.2268,1.2268,1.2268,0,0
EURUSD,D,19941124,000000,1.2262,1.2262,1.2262,1.2262,0,0
EURUSD,D,19941125,000000,1.2214,1.2214,1.2214,1.2214,0,0
EURUSD,D,19941128,000000,1.2182,1.2182,1.2182,1.2182,0,0
EURUSD,D,19941129,000000,1.2179,1.2179,1.2179,1.2179,0,0
EURUSD,D,19941130,000000,1.217,1.217,1.217,1.217,0,0
EURUSD,D,19941201,000000,1.2134,1.2134,1.2134,1.2134,0,0
EURUSD,D,19941202,000000,1.2107,1.2107,1.2107,1.2107,0,0
EURUSD,D,19941205,000000,1.2139,1.2139,1.2139,1.2139,0,0
EURUSD,D,19941206,000000,1.2118,1.2118,1.2118,1.2118,0,0
EURUSD,D,19941207,000000,1.2146,1.2146,1.2146,1.2146,0,0
EURUSD,D,19941208,000000,1.2109,1.2109,1.2109,1.2109,0,0
EURUSD,D,19941209,000000,1.2105,1.2105,1.2105,1.2105,0,0
EURUSD,D,19941212,000000,1.2124,1.2124,1.2124,1.2124,0,0
EURUSD,D,19941213,000000,1.2133,1.2133,1.2133,1.2133,0,0
EURUSD,D,19941214,000000,1.2132,1.2132,1.2132,1.2132,0,0
EURUSD,D,19941215,000000,1.2143,1.2143,1.2143,1.2143,0,0
EURUSD,D,19941216,000000,1.2132,1.2132,1.2132,1.2132,0,0
EURUSD,D,19941219,000000,1.2117,1.2117,1.2117,1.2117,0,0
EURUSD,D,19941220,000000,1.2126,1.2126,1.2126,1.2126,0,0
EURUSD,D,19941221,000000,1.2126,1.2126,1.2126,1.2126,0,0
EURUSD,D,19941222,000000,1.2061,1.2061,1.2061,1.2061,0,0
EURUSD,D,19941223,000000,1.2041,1.2041,1.2041,1.2041,0,0
EURUSD,D,19941227,000000,1.2063,1.2063,1.2063,1.2063,0,0
EURUSD,D,19941228,000000,1.2101,1.2101,1.2101,1.2101,0,0
EURUSD,D,19941229,000000,1.2265,1.2265,1.2265,1.2265,0,0
EURUSD,D,19941230,000000,1.2267,1.2267,1.2267,1.2267,0,0
EURUSD,D,19950102,000000,1.2264,1.227,1.2185,1.2185,0,0
EURUSD,D,19950103,000000,1.219,1.2254,1.2188,1.2221,0,0
EURUSD,D,19950104,000000,1.221,1.2232,1.218,1.2206,0,0
EURUSD,D,19950105,000000,1.2203,1.228,1.2203,1.2263,0,0
EURUSD,D,19950106,000000,1.2258,1.2273,1.2154,1.2165,0,0
EURUSD,D,19950109,000000,1.2179,1.2385,1.216,1.234,0,0
EURUSD,D,19950110,000000,1.2335,1.236,1.2284,1.2343,0,0
EURUSD,D,19950111,000000,1.2331,1.2351,1.2302,1.2322,0,0
EURUSD,D,19950112,000000,1.2321,1.2395,1.2295,1.2375,0,0
EURUSD,D,19950113,000000,1.2375,1.2388,1.229,1.2341,0,0
EURUSD,D,19950116,000000,1.2341,1.2392,1.2315,1.2367,0,0
EURUSD,D,19950117,000000,1.2367,1.2385,1.2314,1.2338,0,0
EURUSD,D,19950118,000000,1.2338,1.24,1.2315,1.2334,0,0
EURUSD,D,19950119,000000,1.2334,1.2497,1.2324,1.2465,0,0
EURUSD,D,19950120,000000,1.2465,1.2526,1.2461,1.2496,0,0
EURUSD,D,19950123,000000,1.2495,1.2533,1.247,1.249,0,0
EURUSD,D,19950124,000000,1.249,1.2527,1.2484,1.2505,0,0
EURUSD,D,19950125,000000,1.2516,1.2562,1.2435,1.2465,0,0
EURUSD,D,19950126,000000,1.2475,1.25,1.2445,1.245,0,0
EURUSD,D,19950127,000000,1.245,1.2497,1.243,1.2456,0,0
EURUSD,D,19950130,000000,1.2455,1.2564,1.2455,1.2533,0,0
EURUSD,D,19950131,000000,1.2534,1.2534,1.237,1.2389,0,0
EURUSD,D,19950201,000000,1.239,1.2443,1.2372,1.243,0,0
EURUSD,D,19950202,000000,1.2433,1.2448,1.241,1.2427,0,0
EURUSD,D,19950203,000000,1.2426,1.2433,1.2305,1.234,0,0
EURUSD,D,19950206,000000,1.2329,1.234,1.2285,1.2323,0,0
EURUSD,D,19950207,000000,1.2343,1.2343,1.2275,1.2292,0,0
EURUSD,D,19950208,000000,1.2285,1.234,1.2285,1.2322,0,0
EURUSD,D,19950209,000000,1.2338,1.2365,1.2314,1.2345,0,0
EURUSD,D,19950210,000000,1.2345,1.242,1.2318,1.2412,0,0
EURUSD,D,19950213,000000,1.2417,1.2432,1.2384,1.2395,0,0
EURUSD,D,19950214,000000,1.2391,1.2505,1.2384,1.2492,0,0
EURUSD,D,19950215,000000,1.2499,1.2505,1.2447,1.248,0,0
EURUSD,D,19950216,000000,1.2477,1.263,1.2477,1.2614,0,0
EURUSD,D,19950217,000000,1.2619,1.2712,1.2606,1.267,0,0
EURUSD,D,19950220,000000,1.267,1.275,1.267,1.274,0,0
EURUSD,D,19950221,000000,1.27,1.274,1.2635,1.274,0,0
EURUSD,D,19950222,000000,1.2714,1.2758,1.2642,1.2719,0,0
EURUSD,D,19950223,000000,1.2712,1.2765,1.2664,1.2743,0,0
EURUSD,D,19950224,000000,1.2743,1.2785,1.2643,1.2734,0,0
EURUSD,D,19950227,000000,1.2745,1.2761,1.2665,1.2686,0,0
EURUSD,D,19950228,000000,1.267,1.2749,1.2645,1.2708,0,0
EURUSD,D,19950301,000000,1.2711,1.2755,1.2685,1.273,0,0
EURUSD,D,19950302,000000,1.2732,1.2915,1.2703,1.2895,0,0
EURUSD,D,19950303,000000,1.2883,1.3015,1.2782,1.3,0,0
EURUSD,D,19950306,000000,1.3,1.3217,1.3,1.312,0,0
EURUSD,D,19950307,000000,1.311,1.3225,1.3058,1.3218,0,0
EURUSD,D,19950308,000000,1.3218,1.3351,1.3118,1.3125,0,0
EURUSD,D,19950309,000000,1.3135,1.3243,1.297,1.312,0,0
EURUSD,D,19950310,000000,1.3048,1.3098,1.2885,1.291,0,0
EURUSD,D,19950313,000000,1.291,1.2999,1.291,1.2975,0,0
EURUSD,D,19950314,000000,1.2975,1.3014,1.2908,1.2938,0,0
EURUSD,D,19950315,000000,1.2925,1.317,1.2925,1.3122,0,0
EURUSD,D,19950316,000000,1.3135,1.3205,1.3042,1.3068,0,0
EURUSD,D,19950317,000000,1.3063,1.3135,1.3,1.3021,0,0
EURUSD,D,19950320,000000,1.3021,1.3055,1.2917,1.2944,0,0
EURUSD,D,19950321,000000,1.2938,1.3034,1.2875,1.2915,0,0
EURUSD,D,19950322,000000,1.2908,1.2995,1.2884,1.2965,0,0
EURUSD,D,19950323,000000,1.2955,1.3022,1.2945,1.298,0,0
EURUSD,D,19950324,000000,1.2979,1.3006,1.2844,1.2902,0,0
EURUSD,D,19950327,000000,1.2902,1.3045,1.29,1.2984,0,0
EURUSD,D,19950328,000000,1.2998,1.3156,1.2985,1.3156,0,0
EURUSD,D,19950329,000000,1.3151,1.3255,1.313,1.3187,0,0
EURUSD,D,19950330,000000,1.3199,1.3227,1.296,1.3014,0,0
EURUSD,D,19950331,000000,1.3025,1.335,1.299,1.3314,0,0
EURUSD,D,19950403,000000,1.327,1.3326,1.3205,1.3295,0,0
EURUSD,D,19950404,000000,1.3315,1.332,1.3152,1.3248,0,0
