<DATE>,amzn.us.txt,msft.us.txt,aapl.us.txt,intc.us.txt,gs_n.us.txt,spy.us.txt,ivv.us.txt,vxx.us.txt,eu.c.txt,xauusd.txt,gdx.us.txt,gld.us.txt
1997-05-16,1.73,10.383,0.133,14.478,,,,,1.1557,344.15,,
1997-05-19,1.71,10.353,0.13112000000000001,14.450999999999999,,,,,1.145,341.65,,
1997-05-20,1.64,10.710999999999999,0.133,15.029000000000002,,,,,1.1659,342.95,,
1997-05-21,1.43,10.825,0.13022,15.172,,,,,1.1539,342.54,,
1997-05-22,1.4,10.847999999999999,0.12845,15.062000000000001,,,,,1.1541,342.85,,
1997-05-23,1.5,11.048,0.13022,15.235,,,,,1.1549,342.6,,
1997-05-27,1.58,11.386,0.133,15.806,,,,,1.1468,343.65,,
1997-05-28,1.53,11.322000000000001,0.13112000000000001,15.602,,,,,1.1539,344.5,,
1997-05-29,1.51,11.322000000000001,0.12845,15.29,,,,,1.1529,344.35,,
1997-05-30,1.5,11.155,0.12845,14.142999999999999,,,,,1.1467,344.75,,
1997-06-02,1.51,11.187999999999999,0.13082,13.975999999999999,,,,,1.1304,343.95,,
1997-06-03,1.48,10.856,0.12875,13.534,,,,,1.1322,343.45,,
1997-06-04,1.42,10.719000000000001,0.12845,13.302,,,,,1.1315,341.64,,
1997-06-05,1.54,10.841,0.12875,13.360999999999999,,,,,1.1317,342.45,,
1997-06-06,1.66,11.155,0.1293,13.630999999999998,,,,,1.1341,,,
1997-06-09,1.69,11.249,0.12845,13.934000000000001,,,,,1.1462,344.0,,
1997-06-10,1.58,11.225,0.12525,13.556,,,,,1.1382,343.95,,
1997-06-11,1.54,11.417,0.12587,13.765999999999998,,,,,1.1399,344.14,,
1997-06-12,1.6,11.417,0.12375,13.405999999999999,,,,,1.1314,342.25,,
1997-06-13,1.58,11.655999999999999,0.12222000000000001,13.511,,,,,1.1264,341.54,,
1997-06-16,1.57,11.81,0.11974000000000001,13.743,,,,,1.1297,342.0,,
1997-06-17,1.51,12.068,0.12587,13.975999999999999,,,,,1.13,341.75,,
1997-06-18,1.51,11.709000000000001,0.12282,13.684000000000001,,,,,1.1285,340.15,,
1997-06-19,1.51,11.625,0.12162,13.668,,,,,1.1349,339.14,,
1997-06-20,1.53,11.683,0.12003,13.7,,,,,1.1322,337.55,,
1997-06-23,1.5,11.514000000000001,0.1188,13.556,,,,,1.1381,339.05,,
1997-06-24,1.51,11.874,0.11822,13.818,,,,,1.1349,337.85,,
1997-06-25,1.51,11.735,0.11664000000000001,13.693,,,,,1.1349,337.45,,
1997-06-26,1.51,11.530999999999999,0.11325999999999999,13.413,,,,,1.1335,338.25,,
1997-06-27,1.49,11.467,0.11325999999999999,13.277999999999999,,,,,1.1249,334.75,,
1997-06-30,1.54,11.364,0.10985999999999999,13.242,,,,,1.1207,334.0,,
1997-07-01,1.52,11.231,0.10153999999999999,12.979000000000001,,,,,1.1199,334.05,,
1997-07-02,1.59,11.546,0.10092000000000001,13.345,,,,,1.1153,331.55,,
1997-07-03,1.91,11.649000000000001,0.10554000000000001,13.526,,,,,1.1165,324.75,,
1997-07-07,2.0,11.642000000000001,0.10678,13.757,,,,,1.1158,318.65,,
1997-07-08,2.3,11.802,0.10615999999999999,13.969000000000001,,,,,1.1107,320.25,,
1997-07-09,2.32,11.757,0.10554000000000001,14.245,,,,,1.1113,318.25,,
1997-07-10,2.56,11.683,0.10215,14.012,,,,,1.1168,319.65,,
1997-07-11,2.29,11.665,0.11696,14.357000000000001,,,,,1.1006,321.55,,
1997-07-14,2.14,12.228,0.12032000000000001,14.702,,,,,1.0885,319.75,,
1997-07-15,2.44,12.452,0.12282,15.106,,,,,1.0915,318.05,,
1997-07-16,2.33,13.350999999999999,0.12687,16.495,,,,,1.0923,318.0,,
1997-07-17,2.22,13.447000000000001,0.1352,16.39,,,,,1.0907,324.0,,
1997-07-18,2.16,12.64,0.13362000000000002,16.137,,,,,1.092,326.25,,
1997-07-21,2.18,12.228,0.12465999999999999,16.000999999999998,,,,,1.0891,326.65,,
1997-07-22,2.14,12.959000000000001,0.1278,16.570999999999998,,,,,1.0726,325.6,,
1997-07-23,2.29,12.716,0.12435999999999998,16.677,,,,,1.0714,322.0,,
1997-07-24,2.26,12.412,0.12222000000000001,16.756,,,,,1.0662,324.0,,
1997-07-25,2.23,12.452,0.12525,16.652,,,,,1.0639,325.75,,
1997-07-28,2.32,12.324000000000002,0.12687,16.533,,,,,1.0609,327.4,,
1997-07-29,2.48,12.58,0.12718,16.451,,,,,1.065,325.85,,
1997-07-30,2.45,12.692,0.13395,16.683,,,,,1.0649,326.45,,
1997-07-31,2.4,12.716,0.1352,17.141,,,,,1.064,324.55,,
1997-08-01,2.42,12.645,0.14785,17.474,,,,,1.0503,324.75,,
1997-08-04,2.31,12.732000000000001,0.15242,18.06,,,,,1.0481,323.95,,
1997-08-05,2.21,12.886,0.15242,18.61,,,,,1.0403,319.25,,
1997-08-06,2.25,12.904000000000002,0.2031,18.685,,,,,1.0396,319.75,,
1997-08-07,2.18,12.940999999999999,0.22498,18.685,,,,,1.0468,321.85,,
1997-08-08,2.29,12.59,0.20701999999999998,18.258,,,,,1.0601,325.85,,
1997-08-11,2.33,12.434000000000001,0.1895,17.942,,,,,1.0493,328.65,,
1997-08-12,2.2,12.228,0.1701,17.794,,,,,1.0494,326.95,,
1997-08-13,2.2,12.237,0.18245,17.996,,,,,1.0662,328.25,,
1997-08-14,2.16,12.254000000000001,0.17745,17.899,,,,,1.0632,325.0,,
1997-08-15,2.11,11.947000000000001,0.17928,17.202,,,,,1.0742,324.5,,
1997-08-18,2.04,12.035,0.18245,17.66,,,,,1.0661,321.45,,
1997-08-19,2.17,12.485999999999999,0.18858,18.283,,,,,1.0629,323.35,,
1997-08-20,2.17,12.64,0.1901,18.761,,,,,1.0539,321.25,,
1997-08-21,2.11,12.397,0.1852,18.362000000000002,,,,,1.0657,323.35,,
1997-08-22,2.12,12.341,0.18245,17.956,,,,,1.0752,,,
1997-08-25,2.22,12.277000000000001,0.17778,17.584,,,,,1.0752,324.7,,
1997-08-26,2.34,12.14,0.17155,17.308,,,,,1.088,325.75,,
1997-08-27,2.32,12.1,0.175,17.561,,,,,1.084,325.45,,
1997-08-28,2.38,11.874,0.16978,17.245,,,,,1.0897,323.95,,
1997-08-29,2.34,11.890999999999998,0.1679,17.202,,,,,1.0813,324.15,,
1997-09-02,2.35,12.341,0.17252,17.747,,,,,1.0659999999999998,322.75,,
1997-09-03,2.33,12.285,0.17338,17.515,,,,,1.0752,322.05,,
1997-09-04,2.55,12.427,0.17338,17.667,,,,,1.0775,321.35,,
1997-09-05,2.5,12.349,0.17095,17.66,,,,,1.0855,322.25,,
1997-09-08,3.0,12.527999999999999,0.166,17.914,,,,,1.0823,321.95,,
1997-09-09,3.24,12.549000000000001,0.16852,18.25,,,,,1.0782,321.5,,
1997-09-10,3.3,12.149000000000001,0.17715,17.831,,,,,1.0878,321.45,,
1997-09-11,3.16,12.3,0.17252,17.787,,,,,1.0983,324.05,,
1997-09-12,3.69,12.402999999999999,0.1701,17.596,,,,,1.1044,323.75,,
1997-09-15,3.09,11.757,0.166,17.184,,,,,1.1111,322.95,,
1997-09-16,3.35,12.261,0.16948,17.892,,,,,1.1054,320.75,,
1997-09-17,3.41,11.981,0.16852,17.86,,,,,1.1036,320.25,,
1997-09-18,3.29,11.890999999999998,0.17218,17.732,,,,,1.0994,320.65,,
1997-09-19,3.95,12.155999999999999,0.16948,17.815,,,,,1.1019,320.85,,
1997-09-22,4.5,11.99,0.17622000000000002,17.996,,,,,1.0918,320.95,,
1997-09-23,4.62,12.19,0.1679,18.506,,,,,1.0903,321.95,,
1997-09-24,4.38,11.907,0.166,17.851,,,,,1.1029,323.65,,
1997-09-25,4.08,11.937999999999999,0.16297999999999999,17.389,,,,,1.1115,327.15,,
1997-09-26,4.17,11.999,0.16448,17.372,,,,,1.1123,326.75,,
1997-09-29,4.04,12.092,0.1701,17.808,,,,,1.1103,328.25,,
1997-09-30,4.34,11.899000000000001,0.1673,17.238,,,,,1.1118,334.45,,
1997-10-01,4.02,12.035,0.166,17.413,,,,,1.1023,334.0,,
1997-10-02,4.01,11.981,0.16948,17.389,,,,,1.1034,331.45,,
1997-10-03,4.02,12.132,0.17072,17.42,,,,,1.1139,334.85,,
1997-10-06,4.12,12.149000000000001,0.16948,17.456,,,,,1.1125,332.55,,
1997-10-07,4.06,12.285,0.16852,17.787,,,,,1.1128,331.25,,
1997-10-08,4.01,12.504000000000001,0.166,17.66,,,,,1.1186,333.25,,
1997-10-09,3.75,12.495,0.1679,17.683,,,,,1.1218,327.25,,
1997-10-10,3.9,12.277000000000001,0.175,17.364,,,,,1.1177,329.65,,
1997-10-13,4.0,12.3,0.175,17.285999999999998,,,,,1.1174,328.45,,
1997-10-14,3.98,12.293,0.175,17.141,,,,,1.1166,327.95,,
1997-10-15,3.92,12.204,0.18398,16.18,,,,,1.1193,326.95,,
1997-10-16,3.62,12.042,0.166,15.940999999999999,,,,,1.1201,325.85,,
1997-10-17,3.62,11.890999999999998,0.15522,15.5,,,,,1.1034,325.05,,
1997-10-20,3.82,11.922,0.14412,15.693,,,,,1.1035,323.65,,
1997-10-21,4.43,12.452,0.14687999999999998,15.897,,,,,1.0932,322.9,,
1997-10-22,4.52,12.204,0.14325,15.672,,,,,1.0954,322.45,,
1997-10-23,4.5,12.197000000000001,0.13699999999999998,15.29,,,,,1.1069,323.65,,
1997-10-24,5.03,12.172,0.1278,14.937000000000001,,,,,1.1008,310.35,,
1997-10-27,4.27,11.588,0.1293,13.955,,,,,1.1167,311.85,,
1997-10-28,4.95,11.999,0.13982,15.867,,,,,1.124,315.75,,
1997-10-29,5.39,11.770999999999999,0.1352,14.981,,,,,1.1317,313.85,,
1997-10-30,5.12,11.572000000000001,0.12718,14.142999999999999,,,,,1.1392,316.45,,
1997-10-31,5.08,11.692,0.13145,14.370999999999999,,,,,1.1343,311.45,,
1997-11-03,5.07,12.06,0.13395,14.661,,,,,1.1266,313.45,,
1997-11-04,4.96,12.075,0.13858,14.177,,,,,1.1355,313.85,,
1997-11-05,4.88,12.014000000000001,0.14165,13.934000000000001,,,,,1.1389,313.55,,
1997-11-06,4.66,11.874,0.14655,13.724,,,,,1.1353,312.45,,
1997-11-07,4.48,11.835999999999999,0.15242,14.459000000000001,,,,,1.1462,310.25,,
1997-11-10,4.21,11.709000000000001,0.14412,14.027999999999999,,,,,1.1476,310.15,,
1997-11-11,3.95,11.749,0.14165,14.237,,,,,1.1449,309.75,,
1997-11-12,3.77,11.617,0.13612,13.989,,,,,1.1386,307.45,,
1997-11-13,3.86,11.835999999999999,0.13892000000000002,14.556,,,,,1.1338,307.85,,
1997-11-14,4.17,11.99,0.14228,14.702,,,,,1.1318,303.35,,
1997-11-17,4.38,12.132,0.14257999999999998,15.019,,,,,1.1298,303.85,,
1997-11-18,4.42,12.050999999999998,0.13925,14.702,,,,,1.1315,306.75,,
1997-11-19,4.51,12.149000000000001,0.14072,14.764000000000001,,,,,1.1295,303.95,,
1997-11-20,4.58,12.308,0.14257999999999998,15.097999999999999,,,,,1.124,302.85,,
1997-11-21,4.49,12.397,0.14012,14.981,,,,,1.1252,304.95,,
1997-11-24,4.23,12.19,0.13612,14.584000000000001,,,,,1.1253,302.95,,
1997-11-25,4.2,12.504000000000001,0.13395,14.27,,,,,1.1177,300.55,,
1997-11-26,4.26,12.732000000000001,0.1352,14.308,,,,,1.1114,296.55,,
1997-11-28,4.12,12.724,0.13699999999999998,14.492,,,,,1.1087,297.0,,
1997-12-01,4.27,12.933,0.13699999999999998,15.21,,,,,1.1011,293.85,,
1997-12-02,4.23,12.789000000000001,0.12253,14.578,,,,,1.1004,293.65,,
1997-12-03,4.36,13.015,0.12162,14.661,,,,,1.1034,292.35,,
1997-12-04,4.5,12.823,0.12032000000000001,14.315999999999999,,,,,1.1043,286.25,,
1997-12-05,4.59,12.87,0.12222000000000001,14.478,,,,,1.0977,288.25,,
1997-12-08,4.71,13.144,0.12003,14.645,,,,,1.0929,287.85,,
1997-12-09,4.69,12.982999999999999,0.11757999999999999,14.119000000000002,,,,,1.0922,282.75,,
1997-12-10,4.51,12.789000000000001,0.11387,13.948,,,,,1.0946,286.65,,
1997-12-11,4.69,12.512,0.11234000000000001,13.405999999999999,,,,,1.1106,284.05,,
1997-12-12,4.54,12.3,0.10894000000000001,13.159,,,,,1.1023,282.85,,
1997-12-15,4.58,12.245,0.1074,13.468,,,,,1.1014,284.35,,
1997-12-16,4.46,12.512,0.11048,13.294,,,,,1.0982,283.75,,
1997-12-17,4.39,12.197000000000001,0.1074,12.979000000000001,,,,,1.1028,289.15,,
1997-12-18,4.29,11.770999999999999,0.10678,12.904000000000002,,,,,1.1025,287.35,,
1997-12-19,4.5,11.572000000000001,0.10554000000000001,13.069,,,,,1.1017,289.05,,
1997-12-22,4.7,11.417,0.10278,13.337,,,,,1.0985,291.1,,
1997-12-23,4.62,11.089,0.09969,13.106,,,,,1.1022,293.75,,
1997-12-24,4.6,10.696,0.10123,13.112,,,,,1.1042,296.2,,
1997-12-26,4.52,10.856,0.10278,13.234000000000002,,,,,1.1028,295.25,,
1997-12-29,4.75,11.364,0.10123,13.219000000000001,,,,,1.0932,291.0,,
1997-12-30,4.85,11.718,0.10153999999999999,13.384,,,,,1.0936,290.3,,
1997-12-31,5.02,11.625,0.10123,13.112,,,,,1.0874,288.8,,
1998-01-02,4.96,11.793,0.12525,13.556,,,,,1.0845,288.25,,
1998-01-05,4.75,11.727,0.12253,13.91,,,,,1.0714,281.85,,
1998-01-06,4.84,11.793,0.1462,13.652000000000001,,,,,1.0679,281.45,,
1998-01-07,4.78,11.649000000000001,0.1352,13.58,,,,,1.0726,283.85,,
1998-01-08,4.61,11.743,0.14012,13.870999999999999,,,,,1.073,280.95,,
1998-01-09,4.26,11.417,0.14012,13.421,,,,,1.0735,278.5,,
1998-01-12,4.3,11.642000000000001,0.14072,14.119000000000002,,,,,1.0732,278.15,,
1998-01-13,4.65,11.882,0.1506,14.362,,,,,1.0749,282.75,,
1998-01-14,4.88,11.793,0.15242,14.084000000000001,,,,,1.0735,281.45,,
1998-01-15,4.95,11.899000000000001,0.14785,14.06,,,,,1.0673,285.75,,
1998-01-16,4.79,12.163,0.14538,13.969000000000001,,,,,1.0673,290.15,,
1998-01-20,4.95,12.397,0.14687999999999998,14.237,,,,,1.0638,290.45,,
1998-01-21,5.07,12.324000000000002,0.1456,14.315999999999999,,,,,1.0755,292.55,,
1998-01-22,5.14,12.47,0.14842,14.283,,,,,1.084,290.45,,
1998-01-23,4.94,12.434000000000001,0.1506,14.411,,,,,1.1001,299.62,,
1998-01-26,4.81,12.749,0.15002000000000001,14.501,,,,,1.09,296.75,,
1998-01-27,4.75,13.052,0.14755,14.786,,,,,1.0949,300.55,,
1998-01-28,4.77,13.402000000000001,0.14785,15.097999999999999,,,,,1.0791,305.95,,
1998-01-29,4.96,13.334000000000001,0.14257999999999998,15.312000000000001,,,,,1.0709,302.85,,
1998-01-30,4.92,13.415999999999999,0.14138,15.123,,,,,1.0684,302.75,,
1998-02-02,5.2,13.925999999999998,0.13638,15.505999999999998,,,,,1.0758,302.95,,
1998-02-03,5.15,14.017999999999999,0.14138,16.114,,,,,1.08,295.25,,
1998-02-04,5.06,14.105,0.14072,16.346,,,,,1.0859,299.25,,
1998-02-05,4.94,13.977,0.14138,16.149,,,,,1.0949,298.4,,
1998-02-06,4.91,14.217,0.14257999999999998,16.346,,,,,1.0818,298.75,,
1998-02-09,4.85,14.137,0.14785,16.023,,,,,1.0767,300.0,,
1998-02-10,5.3,14.319,0.15002000000000001,16.105,,,,,1.0828,300.45,,
1998-02-11,5.29,14.296,0.14655,15.884,,,,,1.0755,300.05,,
1998-02-12,5.26,14.272,0.14942,15.867,,,,,1.0815,298.75,,
1998-02-13,5.19,14.159,0.1506,15.65,,,,,1.0759,299.85,,
1998-02-17,5.15,13.879000000000001,0.1515,15.798,,,,,1.0716,298.0,,
1998-02-18,5.07,13.905,0.15865,16.233,,,,,1.0739,297.55,,
1998-02-19,5.23,13.925999999999998,0.15768,16.908,,,,,1.0768,298.95,,
1998-02-20,5.27,13.953,0.15432,17.141,,,,,1.074,297.25,,
1998-02-23,5.41,14.683,0.16385,17.584,,,,,1.0897,293.45,,
1998-02-24,5.41,14.772,0.16448,17.245,,,,,1.089,291.45,,
1998-02-25,5.49,15.277000000000001,0.17218,17.553,,,,,1.0764,292.25,,
1998-02-26,6.06,15.376,0.18148,17.238,,,,,1.0781,293.55,,
1998-02-27,6.42,15.242,0.18245,16.742,,,,,1.077,299.15,,
1998-03-02,6.35,14.988,0.17562,16.361,,,,,1.078,299.7,,
1998-03-03,5.98,15.196,0.1784,15.924000000000001,,,,,1.0805,297.85,,
1998-03-04,6.12,14.802999999999999,0.18858,16.137,,,,,1.0753,296.05,,
1998-03-05,6.25,14.401,0.18552000000000002,14.104000000000001,,,,,1.0663,293.45,,
1998-03-06,6.4,14.882,0.18858,14.584000000000001,,,,,1.0669,294.45,,
1998-03-09,6.96,14.311,0.17562,14.012,,,,,1.0705,294.45,,
1998-03-10,6.93,14.659,0.18552000000000002,14.097000000000001,,,,,1.0691,296.0,,
1998-03-11,6.64,14.515,0.20152,14.163,,,,,1.0681,294.6,,
1998-03-12,6.54,14.73,0.2083,14.261,,,,,1.0699,294.55,,
1998-03-13,6.56,14.818,0.20925,14.308,,,,,1.0749,295.35,,
1998-03-16,6.58,14.747,0.20585,14.501,,,,,1.0756,294.15,,
1998-03-17,6.66,14.455,0.2031,14.331,,,,,1.0751,292.1,,
1998-03-18,7.11,14.704,0.20798000000000003,14.370999999999999,,,,,1.0709,291.15,,
1998-03-19,7.0,14.747,0.20645,14.436,,,,,1.0674,291.75,,
1998-03-20,7.0,14.713,0.20335,14.142999999999999,,,,,1.0681,291.95,,
1998-03-23,6.98,15.082,0.20152,14.012,,,,,1.0715,298.95,,
1998-03-24,7.02,15.277000000000001,0.21608000000000002,13.892999999999999,,,,,1.0704,299.55,,
1998-03-25,6.81,15.972999999999999,0.2096,14.200999999999999,,,,,1.0706,297.95,,
1998-03-26,6.9,15.879000000000001,0.20492,14.597000000000001,,,,,1.0746,301.55,,
1998-03-27,7.08,15.798,0.20798000000000003,14.725,,,,,1.0713,302.25,,
1998-03-30,7.16,15.82,0.21172,14.450999999999999,,,,,1.0589,301.85,,
1998-03-31,7.13,16.102999999999998,0.21228000000000002,14.578,,,,,1.0586,300.95,,
1998-04-01,7.51,16.252,0.21228000000000002,14.470999999999998,,,,,1.0556,299.75,,
1998-04-02,7.92,16.422,0.21088,14.261,,,,,1.0549,302.25,,
1998-04-03,7.75,16.73,0.2086,14.331,,,,,1.0579,307.75,,
1998-04-06,7.39,16.176,0.20248,13.79,,,,,1.0628,309.15,,
1998-04-07,7.17,15.692,0.19695,13.556,,,,,1.0647,309.85,,
1998-04-08,7.39,15.995,0.19285,13.548,,,,,1.078,309.15,,
1998-04-09,7.94,16.003,0.1979,13.765999999999998,,,,,1.0728,308.45,,
1998-04-13,7.86,15.940999999999999,0.20405,14.237,,,,,1.0725,310.85,,
1998-04-14,8.1,15.909,0.20798000000000003,14.184000000000001,,,,,1.0855,,,
1998-04-15,8.01,16.439,0.21172,13.975999999999999,,,,,1.0863,307.25,,
1998-04-16,8.21,16.492,0.22098,13.885,,,,,1.0838,308.15,,
1998-04-17,7.91,16.567999999999998,0.21575,14.036,,,,,1.0808,307.75,,
1998-04-20,7.85,17.023,0.22375,14.283,,,,,1.0861,307.95,,
1998-04-21,7.76,17.064,0.22375,14.742,,,,,1.0936,307.75,,
1998-04-22,7.27,17.783,0.21228000000000002,15.693,,,,,1.09,313.25,,
1998-04-23,6.75,17.003,0.21358000000000002,15.543,,,,,1.0879,314.05,,
1998-04-24,7.07,16.567999999999998,0.21575,15.317,,,,,1.0914,312.65,,
1998-04-27,6.9,16.244,0.21418,14.937000000000001,,,,,1.0944,309.65,,
1998-04-28,7.97,16.169,0.20798000000000003,14.808,,,,,1.0902,307.95,,
1998-04-29,7.96,16.278,0.2083,14.957,,,,,1.0892,310.25,,
1998-04-30,7.65,16.212,0.21115,15.085,,,,,1.0892,306.65,,
1998-05-01,7.88,16.118,0.21608000000000002,15.334000000000001,,,,,1.0969,306.25,,
1998-05-04,7.94,15.838,0.22405,15.312000000000001,,,,,1.0995,304.35,,
1998-05-05,7.81,15.780999999999999,0.22895,15.29,,,,,1.1062,303.35,,
1998-05-06,7.53,15.53,0.23398000000000002,15.192,,,,,1.1083,300.75,,
1998-05-07,7.58,14.997,0.23275,15.123,,,,,1.1067,298.45,,
1998-05-08,7.7,15.419,0.23488,15.693,,,,,1.1053,299.85,,
1998-05-11,7.24,15.155,0.2389,15.4,,,,,1.1011,300.35,,
1998-05-12,7.61,15.41,0.23242,15.790999999999999,,,,,1.1016,298.15,,
1998-05-13,7.74,15.636,0.23488,15.837,,,,,1.0997,298.45,,
1998-05-14,7.63,15.995,0.2318,15.790999999999999,,,,,1.0996,299.05,,
1998-05-15,7.47,16.084,0.2281,14.995999999999999,,,,,1.0959999999999999,301.35,,
1998-05-18,7.34,15.48,0.2197,14.815999999999999,,,,,1.0955,299.55,,
1998-05-19,7.53,15.555,0.2265,14.853,,,,,1.0964,298.75,,
1998-05-20,7.39,15.419,0.2281,14.370999999999999,,,,,1.1052,299.75,,
1998-05-21,7.4,15.53,0.22285,13.843,,,,,1.1127,,,
1998-05-22,7.17,15.385,0.21508000000000002,13.870999999999999,,,,,1.1122,300.05,,
1998-05-26,6.82,15.045,0.20585,13.948,,,,,1.1049,295.55,,
1998-05-27,7.22,15.47,0.20645,13.870999999999999,,,,,1.0968,293.85,,
1998-05-28,7.16,15.522,0.21172,13.724,,,,,1.0986,293.2,,
1998-05-29,7.34,15.251,0.20551999999999998,13.337,,,,,1.095,292.95,,
1998-06-01,7.14,15.065,0.20248,12.696,,,,,1.1,288.65,,
1998-06-02,7.28,15.376,0.20738,12.924000000000001,,,,,1.0988,291.15,,
1998-06-03,7.04,15.164000000000001,0.2031,12.312000000000001,,,,,1.1054,,,
1998-06-04,7.31,15.48,0.20701999999999998,12.732000000000001,,,,,1.1066,293.55,,
1998-06-05,7.38,15.517000000000001,0.20738,13.030999999999999,,,,,1.1017,291.65,,
1998-06-08,7.71,15.41,0.21025,12.94,,,,,1.0994,295.95,,
1998-06-09,8.54,15.659,0.21781999999999999,13.106,,,,,1.0989,293.65,,
1998-06-10,9.02,15.47,0.21641999999999997,12.8,,,,,1.0895,293.25,,
1998-06-11,10.42,15.345999999999998,0.21481999999999998,12.8,,,,,1.0817,287.05,,
1998-06-12,10.17,15.419,0.217,12.776,,,,,1.0828,286.0,,
1998-06-15,10.96,15.463,0.21228000000000002,12.484000000000002,,,,,1.0807,284.85,,
1998-06-16,12.27,16.169,0.21608000000000002,13.030999999999999,,,,,1.087,288.65,,
1998-06-17,13.17,16.381,0.217,12.924000000000001,,,,,1.0946,293.45,,
1998-06-18,12.02,16.397000000000002,0.21088,13.011,,,,,1.0901,293.25,,
1998-06-19,12.64,17.032,0.2086,13.069,,,,,1.0936,299.25,,
1998-06-22,13.56,17.232,0.21115,13.79,,,,,1.0903,295.75,,
1998-06-23,15.45,18.121,0.21481999999999998,14.052,,,,,1.0857,295.05,,
1998-06-24,16.64,18.874000000000002,0.21781999999999999,14.450999999999999,,,,,1.0849,292.85,,
1998-06-25,16.51,18.265,0.22035,14.119000000000002,,,,,1.0879,293.85,,
1998-06-26,15.71,18.79,0.21728000000000003,14.261,,,,,1.0807,293.85,,
1998-06-29,16.46,19.326,0.2213,14.155,,,,,1.0798,293.65,,
1998-06-30,16.62,19.493,0.2213,13.843,,,,,1.0818,296.95,,
1998-07-01,19.02,19.668,0.23115,14.036,,,,,1.0758,296.45,,
1998-07-02,20.67,19.294,0.22375,13.675999999999998,,,,,1.0748,293.85,,
1998-07-06,23.25,19.389,0.23428000000000002,13.724,,,,,1.0794,293.25,,
1998-07-07,20.35,19.414,0.23515,14.027999999999999,,,,,1.0786,294.95,,
1998-07-08,17.85,19.767,0.25128,14.619000000000002,,,,,1.0751,293.25,,
1998-07-09,17.58,19.969,0.24441999999999997,14.89,,,,,1.0701,291.65,,
1998-07-10,16.58,20.359,0.24748,14.89,,,,,1.0768,290.85,,
1998-07-13,17.94,21.145,0.26168,15.38,,,,,1.0862,291.65,,
1998-07-14,19.17,20.951999999999998,0.258,15.062000000000001,,,,,1.0836,293.35,,
1998-07-15,18.75,21.114,0.26575,15.732000000000001,,,,,1.0869,293.95,,
1998-07-16,18.9,21.114,0.2895,15.732000000000001,,,,,1.0952,293.25,,
1998-07-17,19.97,21.21,0.28455,15.523,,,,,1.0987,294.5,,
1998-07-20,22.92,21.041,0.27958,15.265999999999998,,,,,1.0979,296.0,,
1998-07-21,22.01,20.287,0.2747,15.235,,,,,1.0945,294.9,,
1998-07-22,22.33,20.999000000000002,0.27005,15.38,,,,,1.0935,294.15,,
1998-07-23,21.27,20.329,0.26945,15.417,,,,,1.0957,293.15,,
1998-07-24,20.71,20.473,0.2676,15.505999999999998,,,,,1.0988,291.15,,
1998-07-27,20.93,20.999000000000002,0.26575,16.069000000000003,,,,,1.0942,290.35,,
1998-07-28,19.82,20.192,0.25925,15.985999999999999,,,,,1.1041,291.75,,
1998-07-29,17.97,19.909000000000002,0.27098,15.798,,,,,1.1037,290.05,,
1998-07-30,18.96,20.397000000000002,0.28147,16.361,,,,,1.0989,288.85,,
1998-07-31,18.48,19.775,0.267,15.76,,,,,1.1009,286.45,,
1998-08-03,18.04,19.5,0.27098,15.837,,,,,1.0964,283.75,,
1998-08-04,18.31,18.799,0.26358000000000004,15.299000000000001,,,,,1.1042,288.45,,
1998-08-05,17.7,18.767,0.27778,15.71,,,,,1.1054,287.95,,
1998-08-06,18.25,19.221,0.28455,16.242,,,,,1.1039,287.35,,
1998-08-07,19.33,19.045,0.28147,16.18,,,,,1.0989,286.65,,
1998-08-10,20.27,18.79,0.29263,16.171,,,,,1.1017,287.45,,
1998-08-11,20.67,18.602,0.30085,15.790999999999999,,,,,1.0979,283.95,,
1998-08-12,21.73,18.9,0.30932,15.985999999999999,,,,,1.0949,282.75,,
1998-08-13,21.25,18.69,0.30428,15.915999999999999,,,,,1.0962,285.35,,
1998-08-14,20.46,18.75,0.31222,16.090999999999998,,,,,1.0859999999999999,284.05,,
1998-08-17,19.95,19.301,0.32345,16.721,,,,,1.0902,285.05,,
1998-08-18,21.45,20.007,0.3284,17.075,,,,,1.0859,284.95,,
1998-08-19,21.46,19.885,0.31635,16.721,,,,,1.0881,283.35,,
1998-08-20,21.52,20.247,0.3132,16.053,,,,,1.0875,285.15,,
1998-08-21,21.61,19.891,0.3318,15.857999999999999,,,,,1.0884,283.55,,
1998-08-24,22.46,19.851,0.31755,15.798,,,,,1.0896,284.65,,
1998-08-25,21.94,20.287,0.31511999999999996,15.76,,,,,1.0861,283.05,,
1998-08-26,21.21,20.247,0.31167,15.5,,,,,1.0828,282.25,,
1998-08-27,19.83,19.653,0.2895,14.89,,,,,1.0883,276.55,,
1998-08-28,17.65,18.932000000000002,0.26358000000000004,14.370999999999999,,,,,1.1122,274.35,,
1998-08-31,13.96,17.259,0.24042,13.294,,,,,1.1163,275.55,,
1998-09-01,13.33,18.212,0.26325,14.184000000000001,,,,,1.1173,278.85,,
1998-09-02,14.65,18.088,0.27437,13.975999999999999,,,,,1.1193,,,
1998-09-03,14.31,17.849,0.267,14.331,,,,,1.1309,285.35,,
1998-09-04,14.38,17.373,0.27098,14.604000000000001,,,,,1.1277,286.85,,
1998-09-08,15.38,18.34,0.295,15.29,,,,,1.1305,286.05,,
